order_number,order_date,item_name,quantity,product_price,total_products
12980,18/01/2019 18:21,Plain Papadum,4,0.8,13
12965,17/01/2019 18:47,Plain Papadum,1,0.8,6
12963,17/01/2019 18:14,Plain Papadum,1,0.8,7
12954,16/01/2019 19:03,Plain Papadum,2,0.8,7
12950,15/01/2019 19:12,Plain Papadum,2,0.8,6
12940,14/01/2019 17:40,Plain Papadum,6,0.8,10
12924,12/01/2019 21:39,Plain Papadum,4,0.8,8
12912,12/01/2019 19:05,Plain Papadum,2,0.8,5
12910,12/01/2019 18:55,Plain Papadum,2,0.8,8
12870,08/01/2019 21:20,Spicy Papadum,1,0.8,5
12843,05/01/2019 19:51,Plain Papadum,2,0.8,5
12836,05/01/2019 18:49,Spicy Papadum,1,0.8,6
12830,05/01/2019 18:14,Plain Papadum,4,0.8,7
12820,05/01/2019 15:50,Plain Papadum,3,0.8,8
12809,04/01/2019 19:12,Plain Papadum,2,0.8,5
12806,04/01/2019 18:34,Plain Papadum,1,0.8,4
12804,04/01/2019 18:20,Plain Papadum,2,0.8,8
12795,03/01/2019 18:58,Plain Papadum,6,0.8,6
12784,02/01/2019 17:44,Spicy Papadum,1,0.8,6
12782,02/01/2019 16:51,Plain Papadum,2,0.8,11
12775,01/01/2019 19:58,Plain Papadum,1,0.8,4
12772,01/01/2019 18:55,Plain Papadum,3,0.8,7
12763,31/12/2018 20:54,Plain Papadum,4,0.8,10
12752,31/12/2018 19:05,Plain Papadum,3,0.8,10
12749,31/12/2018 18:44,Spicy Papadum,2,0.8,5
12746,31/12/2018 18:30,Plain Papadum,2,0.8,5
12745,31/12/2018 18:23,Plain Papadum,3,0.8,9
12743,31/12/2018 18:17,Plain Papadum,3,0.8,11
12742,31/12/2018 17:49,Plain Papadum,2,0.8,6
12734,31/12/2018 16:29,Plain Papadum,5,0.8,7
12731,30/12/2018 22:55,Plain Papadum,3,0.8,6
12710,29/12/2018 17:56,Plain Papadum,2,0.8,9
12701,28/12/2018 21:33,Spicy Papadum,2,0.8,5
12691,28/12/2018 18:34,Plain Papadum,7,0.8,10
12681,27/12/2018 19:14,Plain Papadum,2,0.8,11
12677,27/12/2018 18:03,Plain Papadum,2,0.8,5
12672,26/12/2018 18:13,Plain Papadum,6,0.8,14
12657,24/12/2018 19:08,Plain Papadum,3,0.8,10
12656,24/12/2018 19:05,Plain Papadum,5,0.8,16
12655,24/12/2018 19:01,Plain Papadum,2,0.8,7
12611,22/12/2018 19:34,Spicy Papadum,2,0.8,6
12609,22/12/2018 19:22,Plain Papadum,2,0.8,8
12599,22/12/2018 18:22,Spicy Papadum,2,0.8,12
12592,22/12/2018 17:27,Plain Papadum,7,0.8,8
12585,21/12/2018 20:23,Spicy Papadum,2,0.8,6
12585,21/12/2018 20:23,Plain Papadum,1,0.8,6
12581,21/12/2018 19:22,Plain Papadum,4,0.8,6
12580,21/12/2018 19:19,Plain Papadum,3,0.8,8
12578,21/12/2018 19:00,Plain Papadum,2,0.8,9
12574,21/12/2018 17:25,Plain Papadum,2,0.8,7
12561,20/12/2018 19:07,Spicy Papadum,4,0.8,11
12560,20/12/2018 18:54,Plain Papadum,2,0.8,7
12550,19/12/2018 18:08,Plain Papadum,1,0.8,4
12543,18/12/2018 19:09,Plain Papadum,2,0.8,8
12526,16/12/2018 20:37,Plain Papadum,8,0.8,13
12501,15/12/2018 18:41,Plain Papadum,2,0.8,7
12496,15/12/2018 18:08,Plain Papadum,2,0.8,9
12492,15/12/2018 17:58,Plain Papadum,1,0.8,10
12482,15/12/2018 14:15,Spicy Papadum,1,0.8,10
12482,15/12/2018 14:15,Plain Papadum,1,0.8,10
12472,14/12/2018 19:24,Plain Papadum,2,0.8,8
12460,14/12/2018 17:52,Plain Papadum,8,0.8,8
12458,14/12/2018 17:42,Plain Papadum,4,0.8,8
12446,13/12/2018 18:44,Spicy Papadum,1,0.8,4
12444,13/12/2018 18:34,Plain Papadum,6,0.8,9
12442,13/12/2018 17:54,Plain Papadum,4,0.8,6
12441,13/12/2018 17:50,Plain Papadum,4,0.8,8
12437,12/12/2018 21:13,Plain Papadum,1,0.8,7
12433,12/12/2018 18:50,Plain Papadum,2,0.8,7
12408,09/12/2018 19:04,Plain Papadum,4,0.8,7
12402,09/12/2018 17:30,Plain Papadum,6,0.8,11
12391,08/12/2018 19:38,Plain Papadum,1,0.8,8
12372,08/12/2018 15:44,Plain Papadum,2,0.8,4
12355,07/12/2018 18:47,Plain Papadum,4,0.8,5
12354,07/12/2018 18:38,Plain Papadum,2,0.8,5
12351,07/12/2018 18:29,Plain Papadum,1,0.8,6
12345,06/12/2018 19:22,Plain Papadum,2,0.8,2
12344,06/12/2018 19:09,Plain Papadum,8,0.8,8
12342,06/12/2018 18:37,Plain Papadum,4,0.8,5
12324,04/12/2018 19:28,Plain Papadum,2,0.8,8
12324,04/12/2018 19:28,Spicy Papadum,1,0.8,8
12314,03/12/2018 17:00,Plain Papadum,3,0.8,7
12303,02/12/2018 18:29,Plain Papadum,3,0.8,4
12301,02/12/2018 18:03,Plain Papadum,4,0.8,9
12292,01/12/2018 19:52,Plain Papadum,3,0.8,12
12288,01/12/2018 18:59,Plain Papadum,2,0.8,10
12285,01/12/2018 18:36,Plain Papadum,4,0.8,10
12280,01/12/2018 18:13,Plain Papadum,3,0.8,6
12278,01/12/2018 17:58,Plain Papadum,1,0.8,12
12277,01/12/2018 17:50,Plain Papadum,2,0.8,7
12268,30/11/2018 21:41,Plain Papadum,2,0.8,7
12256,30/11/2018 19:12,Spicy Papadum,3,0.8,9
12245,30/11/2018 18:27,Plain Papadum,2,0.8,7
12231,29/11/2018 19:15,Spicy Papadum,2,0.8,13
12211,27/11/2018 11:48,Plain Papadum,28,0.8,3
12197,25/11/2018 18:47,Plain Papadum,8,0.8,10
12194,25/11/2018 18:12,Plain Papadum,3,0.8,11
12178,24/11/2018 18:29,Plain Papadum,2,0.8,9
12177,24/11/2018 18:28,Plain Papadum,2,0.8,7
12163,23/11/2018 19:43,Plain Papadum,2,0.8,9
12149,23/11/2018 17:39,Plain Papadum,2,0.8,5
12128,20/11/2018 19:24,Plain Papadum,2,0.8,5
12125,20/11/2018 18:39,Plain Papadum,4,0.8,9
12116,19/11/2018 17:27,Plain Papadum,1,0.8,7
12113,18/11/2018 21:50,Plain Papadum,3,0.8,4
12108,18/11/2018 18:05,Plain Papadum,3,0.8,9
12105,18/11/2018 17:32,Plain Papadum,2,0.8,6
12099,17/11/2018 21:41,Spicy Papadum,1,0.8,7
12097,17/11/2018 20:13,Spicy Papadum,2,0.8,4
12092,17/11/2018 19:28,Plain Papadum,1,0.8,8
12085,17/11/2018 18:27,Plain Papadum,2,0.8,9
12077,17/11/2018 14:06,Plain Papadum,1,0.8,4
12070,16/11/2018 20:17,Plain Papadum,5,0.8,12
12069,16/11/2018 20:10,Plain Papadum,5,0.8,13
12060,16/11/2018 18:41,Plain Papadum,1,0.8,6
12052,16/11/2018 17:48,Plain Papadum,2,0.8,6
12046,16/11/2018 12:12,Plain Papadum,4,0.8,7
12024,13/11/2018 20:19,Spicy Papadum,2,0.8,6
12023,13/11/2018 20:08,Plain Papadum,1,0.8,4
12012,12/11/2018 19:16,Plain Papadum,2,0.8,7
12008,12/11/2018 17:49,Plain Papadum,4,0.8,6
11998,11/11/2018 19:30,Plain Papadum,1,0.8,8
11994,11/11/2018 17:30,Plain Papadum,2,0.8,5
11979,10/11/2018 19:08,Plain Papadum,2,0.8,7
11977,10/11/2018 18:54,Spicy Papadum,1,0.8,8
11976,10/11/2018 18:51,Spicy Papadum,2,0.8,6
11935,08/11/2018 17:28,Plain Papadum,1,0.8,7
11899,05/11/2018 19:27,Plain Papadum,6,0.8,17
11898,05/11/2018 19:17,Plain Papadum,4,0.8,7
11871,03/11/2018 18:59,Plain Papadum,3,0.8,7
11870,03/11/2018 18:56,Plain Papadum,2,0.8,5
11869,03/11/2018 18:44,Plain Papadum,2,0.8,7
11859,03/11/2018 17:22,Spicy Papadum,2,0.8,8
11848,02/11/2018 19:53,Plain Papadum,2,0.8,7
11833,02/11/2018 18:16,Plain Papadum,2,0.8,10
11821,01/11/2018 19:21,Plain Papadum,4,0.8,9
11805,31/10/2018 12:14,Plain Papadum,1,0.8,4
11789,28/10/2018 19:40,Plain Papadum,4,0.8,6
11744,26/10/2018 20:06,Plain Papadum,2,0.8,9
11741,26/10/2018 19:44,Plain Papadum,2,0.8,11
11688,21/10/2018 11:35,Plain Papadum,3,0.8,4
11675,20/10/2018 18:58,Plain Papadum,4,0.8,10
11669,20/10/2018 17:50,Plain Papadum,7,0.8,9
11666,20/10/2018 17:30,Plain Papadum,6,0.8,8
11663,19/10/2018 20:06,Plain Papadum,12,0.8,14
11659,19/10/2018 19:21,Plain Papadum,3,0.8,6
11655,19/10/2018 19:02,Plain Papadum,2,0.8,5
11649,19/10/2018 18:31,Plain Papadum,1,0.8,8
11637,18/10/2018 20:49,Spicy Papadum,2,0.8,5
11626,18/10/2018 18:44,Spicy Papadum,1,0.8,6
11624,18/10/2018 17:59,Plain Papadum,2,0.8,7
11610,16/10/2018 19:44,Plain Papadum,3,0.8,11
11609,16/10/2018 19:36,Plain Papadum,4,0.8,4
11601,15/10/2018 18:29,Plain Papadum,3,0.8,5
11568,13/10/2018 17:48,Plain Papadum,3,0.8,6
11551,12/10/2018 18:53,Plain Papadum,3,0.8,7
11541,12/10/2018 17:21,Plain Papadum,3,0.8,7
11528,11/10/2018 18:24,Plain Papadum,3,0.8,5
11519,10/10/2018 19:49,Plain Papadum,3,0.8,4
11515,10/10/2018 18:47,Plain Papadum,1,0.8,6
11492,07/10/2018 19:31,Plain Papadum,4,0.8,6
11485,07/10/2018 18:03,Plain Papadum,3,0.8,6
11466,06/10/2018 18:54,Plain Papadum,4,0.8,5
11465,06/10/2018 18:25,Plain Papadum,4,0.8,12
11414,02/10/2018 20:09,Plain Papadum,3,0.8,5
11413,02/10/2018 19:00,Spicy Papadum,1,0.8,5
11403,01/10/2018 17:53,Plain Papadum,2,0.8,8
11390,30/09/2018 16:12,Plain Papadum,2,0.8,7
11368,29/09/2018 17:50,Spicy Papadum,1,0.8,11
11355,28/09/2018 20:27,Plain Papadum,1,0.8,7
11339,28/09/2018 18:25,Plain Papadum,4,0.8,6
11331,27/09/2018 19:38,Plain Papadum,1,0.8,10
11315,25/09/2018 18:21,Plain Papadum,1,0.8,8
11306,24/09/2018 17:58,Plain Papadum,4,0.8,2
11295,23/09/2018 18:29,Plain Papadum,2,0.8,5
11284,22/09/2018 20:40,Plain Papadum,6,0.8,11
11273,22/09/2018 18:47,Plain Papadum,3,0.8,10
11255,22/09/2018 15:29,Plain Papadum,1,0.8,3
11219,19/09/2018 18:46,Plain Papadum,3,0.8,6
11208,18/09/2018 19:31,Plain Papadum,6,0.8,15
11196,17/09/2018 19:14,Spicy Papadum,2,0.8,7
11188,16/09/2018 19:34,Plain Papadum,4,0.8,6
11185,16/09/2018 19:16,Plain Papadum,4,0.8,6
11182,16/09/2018 18:52,Plain Papadum,2,0.8,8
11177,16/09/2018 17:46,Plain Papadum,1,0.8,7
11176,16/09/2018 17:44,Plain Papadum,2,0.8,5
11158,15/09/2018 18:32,Plain Papadum,3,0.8,7
11149,15/09/2018 17:20,Plain Papadum,3,0.8,9
11132,14/09/2018 19:07,Plain Papadum,6,0.8,9
11109,13/09/2018 17:11,Plain Papadum,2,0.8,9
11095,11/09/2018 19:59,Plain Papadum,4,0.8,10
11088,10/09/2018 20:15,Plain Papadum,1,0.8,5
11075,09/09/2018 18:14,Plain Papadum,2,0.8,10
11069,08/09/2018 21:54,Plain Papadum,2,0.8,4
11053,08/09/2018 18:54,Plain Papadum,2,0.8,5
11029,07/09/2018 18:54,Spicy Papadum,1,0.8,11
11025,07/09/2018 18:06,Plain Papadum,3,0.8,2
11019,06/09/2018 18:39,Plain Papadum,1,0.8,9
11013,06/09/2018 17:29,Plain Papadum,4,0.8,6
11012,06/09/2018 12:03,Plain Papadum,1,0.8,5
11008,05/09/2018 19:47,Plain Papadum,4,0.8,5
11007,05/09/2018 19:39,Spicy Papadum,3,0.8,6
11003,05/09/2018 18:09,Plain Papadum,1,0.8,8
10998,04/09/2018 19:51,Plain Papadum,4,0.8,7
10966,01/09/2018 20:44,Spicy Papadum,1,0.8,10
10959,01/09/2018 18:36,Plain Papadum,3,0.8,7
10951,31/08/2018 19:10,Plain Papadum,3,0.8,5
10942,30/08/2018 22:23,Spicy Papadum,1,0.8,5
10928,29/08/2018 20:18,Plain Papadum,2,0.8,6
10919,29/08/2018 19:13,Plain Papadum,12,0.8,13
10911,28/08/2018 19:44,Plain Papadum,2,0.8,5
10910,28/08/2018 19:38,Plain Papadum,5,0.8,5
10892,27/08/2018 17:56,Plain Papadum,5,0.8,5
10872,26/08/2018 18:30,Plain Papadum,3,0.8,6
10857,25/08/2018 18:58,Plain Papadum,2,0.8,5
10855,25/08/2018 18:53,Plain Papadum,5,0.8,9
10849,25/08/2018 17:04,Plain Papadum,2,0.8,9
10845,24/08/2018 20:48,Plain Papadum,3,0.8,10
10843,24/08/2018 20:40,Plain Papadum,3,0.8,10
10839,24/08/2018 19:45,Plain Papadum,3,0.8,7
10814,22/08/2018 19:15,Plain Papadum,4,0.8,10
10808,22/08/2018 17:53,Plain Papadum,4,0.8,4
10802,21/08/2018 20:04,Spicy Papadum,2,0.8,6
10785,20/08/2018 18:15,Plain Papadum,2,0.8,7
10761,18/08/2018 20:40,Plain Papadum,4,0.8,10
10749,18/08/2018 18:49,Plain Papadum,2,0.8,7
10741,17/08/2018 22:59,Plain Papadum,1,0.8,7
10737,17/08/2018 20:57,Spicy Papadum,3,0.8,5
10696,15/08/2018 18:04,Plain Papadum,2,0.8,5
10677,12/08/2018 18:09,Spicy Papadum,2,0.8,6
10655,11/08/2018 19:32,Plain Papadum,2,0.8,5
10637,10/08/2018 20:43,Plain Papadum,2,0.8,7
10631,10/08/2018 19:08,Plain Papadum,10,0.8,5
10609,08/08/2018 18:44,Plain Papadum,1,0.8,5
10583,05/08/2018 19:31,Plain Papadum,4,0.8,8
10580,05/08/2018 17:35,Plain Papadum,3,0.8,8
10568,04/08/2018 18:02,Plain Papadum,7,0.8,9
10551,03/08/2018 18:43,Plain Papadum,1,0.8,4
10548,03/08/2018 18:05,Plain Papadum,4,0.8,10
10544,02/08/2018 19:49,Plain Papadum,4,0.8,5
10532,01/08/2018 19:28,Plain Papadum,6,0.8,14
10521,31/07/2018 19:41,Plain Papadum,3,0.8,12
10495,29/07/2018 17:19,Plain Papadum,2,0.8,7
10493,29/07/2018 17:05,Plain Papadum,2,0.8,7
10488,28/07/2018 20:31,Plain Papadum,2,0.8,6
10485,28/07/2018 19:36,Plain Papadum,4,0.8,7
10478,28/07/2018 19:07,Plain Papadum,2,0.8,5
10472,28/07/2018 17:53,Plain Papadum,2,0.8,4
10457,27/07/2018 18:50,Spicy Papadum,2,0.8,8
10449,27/07/2018 17:10,Plain Papadum,4,0.8,11
10442,26/07/2018 21:07,Spicy Papadum,2,0.8,5
10432,26/07/2018 13:49,Spicy Papadum,1,0.8,11
10423,25/07/2018 20:03,Plain Papadum,3,0.8,7
10421,25/07/2018 19:24,Plain Papadum,1,0.8,5
10409,24/07/2018 18:47,Plain Papadum,2,0.8,12
10393,22/07/2018 17:32,Plain Papadum,3,0.8,7
10392,21/07/2018 21:38,Plain Papadum,1,0.8,7
10390,21/07/2018 20:19,Plain Papadum,4,0.8,6
10379,21/07/2018 18:13,Plain Papadum,2,0.8,9
10348,18/07/2018 20:37,Plain Papadum,2,0.8,6
10323,15/07/2018 19:39,Plain Papadum,6,0.8,6
10319,15/07/2018 17:49,Plain Papadum,4,0.8,6
10315,14/07/2018 22:59,Plain Papadum,2,0.8,9
10309,14/07/2018 19:54,Plain Papadum,1,0.8,7
10297,14/07/2018 15:39,Plain Papadum,1,0.8,4
10291,13/07/2018 19:34,Plain Papadum,2,0.8,8
10280,13/07/2018 17:29,Plain Papadum,2,0.8,6
10276,12/07/2018 22:12,Plain Papadum,1,0.8,6
10248,10/07/2018 17:19,Plain Papadum,2,0.8,6
10219,07/07/2018 17:11,Plain Papadum,2,0.8,6
10213,06/07/2018 22:08,Plain Papadum,1,0.8,5
10158,02/07/2018 17:12,Plain Papadum,2,0.8,7
10157,02/07/2018 17:01,Plain Papadum,3,0.8,9
10147,01/07/2018 18:26,Plain Papadum,5,0.8,6
10139,01/07/2018 16:48,Plain Papadum,3,0.8,4
10133,01/07/2018 11:20,Spicy Papadum,1,0.8,1
10129,30/06/2018 21:30,Plain Papadum,1,0.8,4
10127,30/06/2018 19:10,Plain Papadum,3,0.8,9
10120,30/06/2018 18:36,Plain Papadum,1,0.8,12
10103,28/06/2018 19:23,Plain Papadum,4,0.8,6
10089,27/06/2018 19:40,Plain Papadum,6,0.8,7
10077,25/06/2018 19:22,Plain Papadum,3,0.8,9
10050,23/06/2018 19:50,Plain Papadum,2,0.8,11
10050,23/06/2018 19:50,Spicy Papadum,1,0.8,11
10040,23/06/2018 17:42,Plain Papadum,2,0.8,7
10031,22/06/2018 19:41,Plain Papadum,3,0.8,6
10007,20/06/2018 19:01,Plain Papadum,2,0.8,10
9909,13/06/2018 18:47,Plain Papadum,2,0.8,5
9892,11/06/2018 20:06,Plain Papadum,1,0.8,5
9884,10/06/2018 20:07,Plain Papadum,2,0.8,5
9859,09/06/2018 18:23,Plain Papadum,2,0.8,9
9858,09/06/2018 18:17,Plain Papadum,2,0.8,6
9842,08/06/2018 19:58,Plain Papadum,1,0.8,5
9830,07/06/2018 19:54,Plain Papadum,4,0.8,12
9786,03/06/2018 17:13,Plain Papadum,4,0.8,5
9772,02/06/2018 19:50,Plain Papadum,2,0.8,7
9770,02/06/2018 19:24,Plain Papadum,2,0.8,13
9767,02/06/2018 18:59,Plain Papadum,5,0.8,7
9752,01/06/2018 19:12,Plain Papadum,2,0.8,11
9751,01/06/2018 19:11,Plain Papadum,3,0.8,6
9749,01/06/2018 18:57,Plain Papadum,4,0.8,7
9726,30/05/2018 18:51,Plain Papadum,16,0.8,16
9724,30/05/2018 17:59,Plain Papadum,4,0.8,7
9723,30/05/2018 17:58,Plain Papadum,2,0.8,9
9714,29/05/2018 19:35,Spicy Papadum,1,0.8,7
9704,28/05/2018 20:17,Plain Papadum,4,0.8,7
9691,27/05/2018 19:17,Plain Papadum,1,0.8,4
9673,26/05/2018 19:11,Plain Papadum,1,0.8,12
9673,26/05/2018 19:11,Spicy Papadum,1,0.8,12
9672,26/05/2018 19:05,Plain Papadum,1,0.8,9
9661,26/05/2018 17:07,Plain Papadum,4,0.8,12
9651,25/05/2018 19:12,Plain Papadum,2,0.8,8
9610,21/05/2018 18:11,Plain Papadum,3,0.8,10
9598,20/05/2018 18:07,Plain Papadum,4,0.8,7
9588,19/05/2018 19:22,Plain Papadum,4,0.8,7
9574,18/05/2018 19:11,Plain Papadum,2,0.8,6
9526,13/05/2018 14:30,Plain Papadum,2,0.8,6
9526,13/05/2018 14:30,Spicy Papadum,2,0.8,6
9513,12/05/2018 19:20,Plain Papadum,2,0.8,8
9512,12/05/2018 19:19,Plain Papadum,4,0.8,7
9511,12/05/2018 19:12,Plain Papadum,2,0.8,6
9500,12/05/2018 18:15,Plain Papadum,2,0.8,9
9498,12/05/2018 18:09,Plain Papadum,1,0.8,6
9495,12/05/2018 17:20,Plain Papadum,2,0.8,7
9471,11/05/2018 17:37,Plain Papadum,4,0.8,11
9469,11/05/2018 14:45,Spicy Papadum,2,0.8,7
9454,09/05/2018 19:56,Spicy Papadum,2,0.8,4
9448,08/05/2018 18:01,Plain Papadum,5,0.8,9
9414,05/05/2018 13:10,Plain Papadum,1,0.8,58
9414,05/05/2018 13:10,Spicy Papadum,1,0.8,58
9347,24/04/2018 18:29,Plain Papadum,3,0.8,11
9337,23/04/2018 17:38,Plain Papadum,4,0.8,7
9316,22/04/2018 17:07,Plain Papadum,4,0.8,11
9316,22/04/2018 17:07,Spicy Papadum,2,0.8,11
9304,21/04/2018 20:01,Plain Papadum,6,0.8,11
9300,21/04/2018 19:35,Spicy Papadum,2,0.8,5
9300,21/04/2018 19:35,Plain Papadum,2,0.8,5
9298,21/04/2018 19:17,Plain Papadum,4,0.8,7
9297,21/04/2018 19:16,Plain Papadum,2,0.8,6
9296,21/04/2018 19:10,Plain Papadum,2,0.8,6
9246,18/04/2018 20:11,Plain Papadum,2,0.8,5
9239,17/04/2018 20:08,Plain Papadum,1,0.8,5
9210,14/04/2018 22:35,Spicy Papadum,1,0.8,10
9190,14/04/2018 17:45,Plain Papadum,2,0.8,5
9183,13/04/2018 19:25,Plain Papadum,8,0.8,6
9182,13/04/2018 19:20,Plain Papadum,4,0.8,10
9169,13/04/2018 18:08,Plain Papadum,10,0.8,10
9148,10/04/2018 17:33,Plain Papadum,4,0.8,8
9131,08/04/2018 17:23,Plain Papadum,5,0.8,11
9110,07/04/2018 18:06,Plain Papadum,1,0.8,5
9090,05/04/2018 21:02,Spicy Papadum,1,0.8,5
9088,05/04/2018 20:11,Plain Papadum,1,0.8,4
9072,03/04/2018 18:27,Plain Papadum,2,0.8,9
9065,02/04/2018 18:09,Plain Papadum,3,0.8,10
9039,31/03/2018 18:59,Plain Papadum,1,0.8,7
9024,30/03/2018 18:31,Plain Papadum,2,0.8,5
9019,30/03/2018 17:30,Plain Papadum,1,0.8,7
9012,29/03/2018 19:47,Plain Papadum,2,0.8,5
9005,29/03/2018 17:53,Plain Papadum,1,0.8,6
8997,28/03/2018 19:38,Plain Papadum,3,0.8,6
8996,28/03/2018 19:25,Plain Papadum,2,0.8,11
8977,26/03/2018 19:22,Plain Papadum,2,0.8,6
8967,24/03/2018 18:58,Plain Papadum,2,0.8,9
8958,24/03/2018 17:40,Plain Papadum,1,0.8,4
8932,22/03/2018 12:16,Spicy Papadum,2,0.8,8
8916,19/03/2018 19:11,Spicy Papadum,1,0.8,6
8904,18/03/2018 19:24,Plain Papadum,1,0.8,3
8895,18/03/2018 12:58,Plain Papadum,1,0.8,4
8894,17/03/2018 19:58,Plain Papadum,12,0.8,12
8887,17/03/2018 19:04,Plain Papadum,1,0.8,6
8885,17/03/2018 18:19,Plain Papadum,4,0.8,9
8871,16/03/2018 20:08,Plain Papadum,4,0.8,8
8861,16/03/2018 17:52,Plain Papadum,4,0.8,12
8860,16/03/2018 17:46,Plain Papadum,2,0.8,6
8852,15/03/2018 19:01,Plain Papadum,2,0.8,7
8828,12/03/2018 18:23,Plain Papadum,2,0.8,7
8824,11/03/2018 21:04,Plain Papadum,3,0.8,5
8821,11/03/2018 19:37,Plain Papadum,5,0.8,10
8816,11/03/2018 18:42,Plain Papadum,4,0.8,7
8815,11/03/2018 18:18,Plain Papadum,2,0.8,4
8807,11/03/2018 17:17,Spicy Papadum,1,0.8,8
8761,08/03/2018 16:16,Plain Papadum,3,0.8,7
8747,04/03/2018 19:32,Plain Papadum,2,0.8,6
8745,04/03/2018 18:57,Plain Papadum,2,0.8,6
8728,03/03/2018 19:07,Plain Papadum,7,0.8,10
8719,03/03/2018 17:33,Plain Papadum,2,0.8,10
8712,02/03/2018 21:01,Plain Papadum,2,0.8,6
8705,02/03/2018 19:14,Spicy Papadum,2,0.8,6
8701,02/03/2018 19:03,Spicy Papadum,2,0.8,6
8698,02/03/2018 18:56,Plain Papadum,2,0.8,6
8693,02/03/2018 18:16,Plain Papadum,5,0.8,7
8693,02/03/2018 18:16,Spicy Papadum,2,0.8,7
8682,01/03/2018 18:28,Plain Papadum,3,0.8,7
8674,28/02/2018 19:17,Plain Papadum,4,0.8,9
8671,28/02/2018 16:18,Plain Papadum,4,0.8,6
8665,27/02/2018 19:02,Plain Papadum,2,0.8,7
8645,25/02/2018 18:39,Plain Papadum,2,0.8,8
8644,25/02/2018 17:32,Spicy Papadum,2,0.8,5
8639,25/02/2018 12:40,Plain Papadum,3,0.8,6
8632,24/02/2018 19:59,Plain Papadum,2,0.8,4
8624,24/02/2018 18:07,Plain Papadum,3,0.8,8
8620,24/02/2018 17:49,Plain Papadum,2,0.8,9
8592,23/02/2018 17:14,Plain Papadum,5,0.8,11
8589,22/02/2018 18:54,Spicy Papadum,2,0.8,5
8585,21/02/2018 19:46,Plain Papadum,2,0.8,6
8582,21/02/2018 18:41,Plain Papadum,4,0.8,12
8576,20/02/2018 18:47,Plain Papadum,2,0.8,4
8573,19/02/2018 20:12,Spicy Papadum,1,0.8,6
8565,17/02/2018 20:41,Plain Papadum,3,0.8,5
8551,16/02/2018 22:48,Plain Papadum,1,0.8,4
8548,16/02/2018 20:03,Plain Papadum,6,0.8,7
8538,16/02/2018 17:10,Plain Papadum,3,0.8,7
8532,15/02/2018 19:17,Plain Papadum,5,0.8,6
8510,14/02/2018 17:37,Plain Papadum,2,0.8,6
8475,10/02/2018 20:11,Plain Papadum,2,0.8,12
8474,10/02/2018 19:53,Plain Papadum,1,0.8,5
8472,10/02/2018 19:32,Plain Papadum,1,0.8,9
8453,09/02/2018 17:28,Plain Papadum,4,0.8,14
8440,06/02/2018 20:51,Spicy Papadum,2,0.8,6
8436,06/02/2018 18:21,Plain Papadum,3,0.8,6
8435,06/02/2018 18:16,Plain Papadum,4,0.8,6
8429,05/02/2018 17:48,Plain Papadum,4,0.8,8
8417,04/02/2018 12:54,Plain Papadum,4,0.8,6
8413,03/02/2018 20:28,Spicy Papadum,1,0.8,8
8413,03/02/2018 20:28,Plain Papadum,1,0.8,8
8412,03/02/2018 19:50,Plain Papadum,1,0.8,7
8397,02/02/2018 19:57,Plain Papadum,1,0.8,4
8372,01/02/2018 21:06,Plain Papadum,2,0.8,6
8371,01/02/2018 19:56,Plain Papadum,3,0.8,6
8327,27/01/2018 18:36,Plain Papadum,4,0.8,8
8326,27/01/2018 18:37,Plain Papadum,4,0.8,8
8313,26/01/2018 19:19,Plain Papadum,10,0.8,17
8310,26/01/2018 18:48,Plain Papadum,2,0.8,6
8294,25/01/2018 19:01,Plain Papadum,2,0.8,6
8291,25/01/2018 17:54,Plain Papadum,1,0.8,6
8290,24/01/2018 22:45,Spicy Papadum,2,0.8,6
8290,24/01/2018 22:45,Plain Papadum,2,0.8,6
8282,24/01/2018 17:37,Plain Papadum,4,0.8,4
8247,20/01/2018 18:45,Plain Papadum,4,0.8,7
8245,20/01/2018 18:15,Plain Papadum,2,0.8,3
8240,20/01/2018 17:23,Plain Papadum,2,0.8,8
8229,19/01/2018 19:35,Spicy Papadum,4,0.8,5
8226,19/01/2018 18:34,Plain Papadum,8,0.8,9
8217,19/01/2018 17:39,Plain Papadum,2,0.8,6
8198,16/01/2018 19:11,Plain Papadum,2,0.8,11
8188,14/01/2018 17:25,Plain Papadum,2,0.8,8
8171,13/01/2018 18:07,Plain Papadum,4,0.8,11
8169,13/01/2018 17:48,Plain Papadum,3,0.8,6
8146,11/01/2018 20:16,Plain Papadum,2,0.8,6
8124,08/01/2018 21:46,Plain Papadum,4,0.8,5
8091,06/01/2018 18:59,Plain Papadum,2,0.8,4
8060,05/01/2018 17:35,Plain Papadum,5,0.8,10
8053,04/01/2018 21:04,Plain Papadum,2,0.8,6
8033,02/01/2018 17:25,Plain Papadum,2,0.8,6
8024,01/01/2018 18:02,Plain Papadum,4,0.8,8
8008,31/12/2017 20:08,Plain Papadum,4,0.8,9
8007,31/12/2017 19:58,Plain Papadum,6,0.8,8
7996,31/12/2017 17:39,Plain Papadum,6,0.8,12
7989,31/12/2017 13:34,Spicy Papadum,2,0.8,8
7970,29/12/2017 19:33,Plain Papadum,4,0.8,6
7968,29/12/2017 18:54,Plain Papadum,3,0.8,8
7966,29/12/2017 18:24,Plain Papadum,4,0.8,11
7954,28/12/2017 19:41,Plain Papadum,4,0.8,7
